# Generated by make_crust_compositions.jl -- do not edit by hand.
# isobaric 1.0 GPa, F_TARGET=0.2, batch melting
# delta_iw is the CORE-FORMATION fO2, which sets mantle FeO.
# T_melt is the melting temperature at that pressure, NOT a potential temperature.
mg_si,delta_iw,mantle_feo,T_melt,melt_fraction,residual_phases,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,K2O,CaO_Al2O3
1.7,-1.6,12.5736,1574,0.199949,ol;spl;fper,43.7164,0.581849,7.53733,0.0552983,12.9787,20.4597,12.8164,1.7161,0.138165,1.7004
1.7,-1.5,14.0405,1568,0.199701,spl;fper;ol,43.5215,0.589611,7.55584,0.0541644,13.7016,20.0305,12.7222,1.6885,0.136044,1.6838
1.7,-1.4,15.6699,1562,0.19992,ol;fper;spl,43.3086,0.596535,7.57201,0.0532707,14.4477,19.6387,12.596,1.65405,0.133189,1.6635
1.7,-1.3,17.4776,1557,0.19974,spl;fper;ol,43.0965,0.601861,7.59496,0.0524404,15.1931,19.2479,12.4617,1.62117,0.130297,1.6408
1.7,-1.2,19.4805,1552,0.200106,spl;fper;ol,42.8616,0.607995,7.61306,0.0518247,15.9717,18.8924,12.2953,1.57906,0.127086,1.6150
1.7,-1.1,21.6965,1547,0.199917,ol;spl;fper,42.6234,0.612205,7.63746,0.0511814,16.7612,18.5357,12.1179,1.5374,0.123529,1.5866
1.7,-1,24.1443,1542,0.199917,spl;fper;ol,42.3641,0.615239,7.6583,0.0508698,17.5896,18.209,11.9044,1.48818,0.120287,1.5544
1.75,-5,0.2609,1607,0.200131,ol;spl,46.36,0.820627,10.322,0.0875453,0.387577,24.6217,15.2876,1.95549,0.157392,1.4811
1.75,-4.5,0.4637,1615,0.199902,ol;spl,46.3385,0.782624,9.92481,0.0861083,0.696359,24.9555,15.1053,1.95337,0.15735,1.5220
1.75,-4,0.8236,1630,0.200081,ol;spl,46.2897,0.703856,9.19633,0.0834382,1.2589,25.624,14.7444,1.94248,0.156875,1.6033
1.75,-3.5,1.4617,1654,0.200105,ol;spl,46.1832,0.554547,7.98774,0.0782429,2.30534,26.7641,14.0401,1.9307,0.156055,1.7577
1.75,-3,2.5901,1654,0.199829,fper;spl;ol,45.8649,0.499806,7.49947,0.0732231,3.95746,26.4006,13.6387,1.91169,0.154111,1.8186
1.75,-2.9,2.9033,1651,0.20012,ol;spl;fper,45.7677,0.502086,7.49084,0.0723922,4.37328,26.1393,13.598,1.90276,0.153625,1.8153
1.75,-2.8,3.2540,1647,0.200045,spl;ol;fper,45.6689,0.505728,7.48515,0.0713864,4.81804,25.8335,13.5681,1.89641,0.152742,1.8127
1.75,-2.7,3.6465,1643,0.199657,spl;ol;fper,45.5702,0.508381,7.48615,0.0702327,5.29466,25.4804,13.543,1.89406,0.15297,1.8091
1.75,-2.6,4.0858,1639,0.200397,fper;spl;ol,45.4392,0.512924,7.46988,0.0692948,5.8137,25.1786,13.4891,1.87665,0.150682,1.8058
1.75,-2.5,4.5772,1634,0.199909,spl;fper;ol,45.3226,0.517668,7.47035,0.0680582,6.35589,24.7845,13.4587,1.87163,0.150586,1.8016
1.75,-2.4,5.1268,1629,0.199922,ol;fper;spl,45.1914,0.521363,7.46747,0.0666716,6.92996,24.3947,13.4177,1.86081,0.149907,1.7968
1.75,-2.3,5.7411,1624,0.20017,fper;spl;ol,45.0469,0.527116,7.4634,0.0656131,7.53953,24.0039,13.3566,1.84835,0.148572,1.7896
1.75,-2.2,6.4276,1618,0.200016,spl;fper;ol,44.8952,0.533131,7.46114,0.0643161,8.18269,23.5761,13.3056,1.83404,0.147705,1.7833
1.75,-2.1,7.1942,1613,0.20022,spl;ol;fper,44.7372,0.538552,7.45987,0.0630312,8.83739,23.1525,13.2471,1.81716,0.147129,1.7758
1.75,-2,8.0500,1606,0.19989,ol;spl;fper,44.5771,0.544898,7.46604,0.0616687,9.52004,22.6898,13.1908,1.80411,0.145623,1.7668
1.75,-1.9,9.0046,1600,0.199704,spl;fper;ol,44.4089,0.551984,7.4725,0.0603607,10.2139,22.2332,13.1273,1.78735,0.144579,1.7567
1.75,-1.8,10.0688,1594,0.200249,ol;fper;spl,44.2215,0.559664,7.47534,0.0591983,10.9292,21.8191,13.0306,1.76378,0.141636,1.7431
1.75,-1.7,11.2542,1588,0.200137,spl;fper;ol,44.0393,0.566881,7.48547,0.0579639,11.6444,21.3725,12.9515,1.74173,0.140263,1.7302
1.75,-1.6,12.5736,1581,0.199839,spl;ol;fper,43.8465,0.573654,7.49667,0.0567225,12.3778,20.9313,12.8638,1.71572,0.137857,1.7159
1.75,-1.5,14.0405,1576,0.200164,spl;fper;ol,43.6428,0.580777,7.50876,0.0557478,13.1174,20.5282,12.7443,1.68573,0.136277,1.6973
1.75,-1.4,15.6699,1570,0.200315,fper;spl;ol,43.4313,0.588048,7.52139,0.0548314,13.867,20.1303,12.6212,1.65215,0.133686,1.6780
1.75,-1.3,17.4776,1564,0.200182,ol;spl;fper,43.2131,0.594661,7.53874,0.0539113,14.6311,19.7338,12.4869,1.61732,0.130481,1.6564
1.75,-1.2,19.4805,1559,0.199687,fper;ol;spl,42.9888,0.6006,7.55956,0.0530722,15.4064,19.3393,12.3443,1.58006,0.127937,1.6329
1.75,-1.1,21.6965,1554,0.200295,ol;fper;spl,42.7344,0.604373,7.57349,0.0526735,16.2275,19.01,12.1413,1.53295,0.123287,1.6031
1.75,-1,24.1443,1549,0.199751,fper;spl;ol,42.485,0.608038,7.6001,0.0520776,17.0549,18.6445,11.9452,1.49009,0.120163,1.5717
1.8,-5,0.2609,1682,0.200039,spl;fper;ol,46.6437,0.477666,7.56424,0.0811305,0.415021,28.7817,13.9227,1.95636,0.15747,1.8406
1.8,-4.5,0.4637,1680,0.199971,spl;ol;fper,46.5748,0.479587,7.55563,0.0804297,0.732492,28.5621,13.9059,1.95129,0.15779,1.8405
1.8,-4,0.8236,1675,0.199797,spl;fper;ol,46.4601,0.482083,7.54588,0.0791344,1.27787,28.1779,13.8735,1.94711,0.156498,1.8386
1.8,-3.5,1.4617,1668,0.200228,spl;fper;ol,46.2499,0.488036,7.52068,0.0771595,2.20265,27.5794,13.7971,1.92985,0.15521,1.8346
1.8,-3,2.5901,1656,0.199611,fper;spl;ol,45.9299,0.497386,7.50157,0.0736218,3.69955,26.5238,13.7044,1.91506,0.154621,1.8269
1.8,-2.9,2.9033,1653,0.200226,spl;ol;fper,45.8324,0.499992,7.48838,0.0729972,4.08626,26.3102,13.6532,1.90268,0.153895,1.8232
1.8,-2.8,3.2540,1649,0.200022,spl;fper;ol,45.74,0.503572,7.48028,0.0720301,4.50657,26.0094,13.6397,1.89543,0.153005,1.8234
1.8,-2.7,3.6465,1646,0.199771,fper;spl;ol,45.6424,0.506989,7.4795,0.0709901,4.95652,25.699,13.5996,1.8921,0.152887,1.8183
1.8,-2.6,4.0858,1642,0.20011,spl;ol;fper,45.5257,0.510124,7.46893,0.0700888,5.44625,25.3943,13.5531,1.88046,0.151062,1.8146
1.8,-2.5,4.5772,1637,0.20013,spl;fper;ol,45.4061,0.513749,7.46278,0.0689209,5.96801,25.0455,13.5141,1.87015,0.150668,1.8109
1.8,-2.4,5.1268,1632,0.199633,spl;fper;ol,45.2846,0.518069,7.46005,0.0677706,6.5188,24.6546,13.4836,1.86227,0.150213,1.8074
1.8,-2.3,5.7411,1628,0.200266,fper;ol;spl,45.1407,0.522599,7.45203,0.0665721,7.10156,24.3066,13.4148,1.84681,0.14825,1.8002
1.8,-2.2,6.4276,1622,0.199747,ol;fper;spl,45.0023,0.528601,7.45346,0.0652344,7.71721,23.8751,13.3727,1.8379,0.147551,1.7942
1.8,-2.1,7.1942,1617,0.200287,ol;fper;spl,44.8415,0.533153,7.44555,0.0641233,8.35772,23.4908,13.3029,1.81743,0.146689,1.7867
1.8,-2,8.0500,1611,0.200136,ol;spl;fper,44.6816,0.539981,7.44636,0.06284,9.01932,23.0656,13.2368,1.80208,0.145404,1.7776
1.8,-1.9,9.0046,1606,0.200299,fper;ol;spl,44.5113,0.545857,7.44848,0.0616158,9.7056,22.6424,13.1568,1.78397,0.143975,1.7664
1.8,-1.8,10.0688,1599,0.199984,ol;spl;fper,44.3377,0.552253,7.45202,0.060202,10.4065,22.1892,13.0967,1.7636,0.141919,1.7575
1.8,-1.7,11.2542,1593,0.200285,spl;ol;fper,44.1482,0.559659,7.45309,0.05919,11.1239,21.7764,13.0021,1.73786,0.139587,1.7445
1.8,-1.6,12.5736,1587,0.199806,spl;ol;fper,43.964,0.567058,7.46573,0.0579987,11.8477,21.3271,12.9154,1.71695,0.137975,1.7300
1.8,-1.5,14.0405,1581,0.20003,fper;ol;spl,43.7574,0.573693,7.47163,0.0569508,12.5959,20.9216,12.8023,1.68451,0.136087,1.7135
1.8,-1.4,15.6699,1576,0.199935,spl;ol;fper,43.5486,0.581391,7.48416,0.055915,13.3479,20.5172,12.6778,1.65398,0.133035,1.6940
1.8,-1.3,17.4776,1571,0.200235,ol;spl;fper,43.3204,0.587238,7.4935,0.0551582,14.1272,20.15,12.5213,1.61502,0.130225,1.6710
1.8,-1.2,19.4805,1565,0.199807,spl;fper;ol,43.0984,0.593206,7.51475,0.0542739,14.9081,19.7476,12.3747,1.58093,0.127966,1.6467
1.8,-1.1,21.6965,1560,0.200307,spl;fper;ol,42.8413,0.597127,7.52544,0.0537998,15.7397,19.4145,12.1715,1.53275,0.123842,1.6174
1.8,-1,24.1443,1556,0.200405,spl;fper;ol,42.5779,0.600187,7.54333,0.0533503,16.5928,19.0772,11.9504,1.48551,0.119338,1.5842
1.9,-5,0.2609,1680,0.199602,spl;ol;fper,46.6787,0.478093,7.56422,0.0808385,0.365821,28.6656,14.0484,1.96005,0.158235,1.8572
1.9,-4.5,0.4637,1679,0.200087,fper;ol;spl,46.6113,0.478495,7.55136,0.0802841,0.643936,28.5009,14.025,1.9505,0.158219,1.8573
1.9,-4,0.8236,1675,0.199804,fper;spl;ol,46.5092,0.480774,7.54374,0.0791351,1.12621,28.1682,13.9882,1.94725,0.157406,1.8543
1.9,-3.5,1.4617,1668,0.199761,ol;spl;fper,46.3283,0.486233,7.52441,0.0774439,1.94352,27.6238,13.9246,1.93592,0.155823,1.8506
1.9,-3,2.5901,1658,0.200241,ol;fper;spl,46.0177,0.494381,7.49,0.0745164,3.28889,26.7684,13.8038,1.90838,0.153914,1.8430
1.9,-2.9,2.9033,1655,0.199805,spl;ol;fper,45.9459,0.496179,7.48629,0.0736802,3.63495,26.5117,13.7923,1.90545,0.153618,1.8423
1.9,-2.8,3.2540,1652,0.199546,fper;spl;ol,45.8633,0.498254,7.48237,0.0727694,4.0137,26.2517,13.7638,1.90146,0.15274,1.8395
1.9,-2.7,3.6465,1649,0.200403,fper;ol;spl,45.7552,0.50272,7.46696,0.0720218,4.42478,26.038,13.7022,1.88625,0.151875,1.8350
1.9,-2.6,4.0858,1646,0.200059,fper;ol;spl,45.6578,0.505244,7.46344,0.0712002,4.8721,25.7297,13.6673,1.88156,0.151695,1.8312
1.9,-2.5,4.5772,1642,0.200228,spl;fper;ol,45.5435,0.507566,7.4517,0.0702512,5.35103,25.4279,13.6288,1.8682,0.150966,1.8290
1.9,-2.4,5.1268,1637,0.199873,spl;ol;fper,45.4289,0.512331,7.44732,0.0690501,5.85961,25.0791,13.5932,1.86014,0.150328,1.8252
1.9,-2.3,5.7411,1633,0.199855,spl;ol;fper,45.3027,0.516094,7.44192,0.0679528,6.40091,24.7298,13.5419,1.84985,0.148902,1.8197
1.9,-2.2,6.4276,1628,0.200056,ol;fper;spl,45.1623,0.521139,7.43398,0.0669642,6.97646,24.3808,13.4752,1.83567,0.14746,1.8127
1.9,-2.1,7.1942,1623,0.199904,spl;ol;fper,45.0199,0.524412,7.43038,0.0656328,7.57756,23.9927,13.4212,1.82176,0.146419,1.8063
1.9,-2,8.0500,1618,0.200068,fper;spl;ol,44.8591,0.531841,7.41998,0.0645813,8.21388,23.609,13.3555,1.80118,0.144908,1.7999
1.9,-1.9,9.0046,1613,0.200217,fper;spl;ol,44.6942,0.536953,7.41853,0.0634062,8.87261,23.2201,13.2668,1.78325,0.144142,1.7883
1.9,-1.8,10.0688,1607,0.200061,fper;spl;ol,44.5251,0.543125,7.41598,0.0622301,9.54944,22.7999,13.1991,1.76318,0.141978,1.7798
1.9,-1.7,11.2542,1602,0.199916,spl;fper;ol,44.3441,0.549967,7.41606,0.0609703,10.2537,22.3806,13.1142,1.74028,0.140165,1.7684
1.9,-1.6,12.5736,1597,0.20044,fper;spl;ol,44.1465,0.556373,7.41367,0.0600095,10.9777,22.0012,12.9953,1.71133,0.137973,1.7529
1.9,-1.5,14.0405,1591,0.200168,spl;ol;fper,43.9502,0.562518,7.42054,0.0588506,11.7166,21.5849,12.8851,1.68533,0.135951,1.7364
1.9,-1.4,15.6699,1586,0.200356,spl;fper;ol,43.7346,0.568192,7.42066,0.0581531,12.4775,21.2102,12.7474,1.65066,0.132654,1.7178
1.9,-1.3,17.4776,1580,0.199875,fper;spl;ol,43.5206,0.575344,7.43256,0.0569766,13.2475,20.7998,12.6182,1.61864,0.130337,1.6977
1.9,-1.2,19.4805,1575,0.199915,spl;fper;ol,43.287,0.581139,7.44153,0.056334,14.0502,20.4248,12.4515,1.58034,0.127185,1.6732
1.9,-1.1,21.6965,1571,0.200092,fper;spl;ol,43.0297,0.586318,7.45034,0.0557057,14.8935,20.0829,12.2435,1.53433,0.123789,1.6433
1.9,-1,24.1443,1566,0.200165,spl;ol;fper,42.7646,0.589762,7.46236,0.0552411,15.7571,19.7398,12.0247,1.48639,0.119968,1.6114
2,-5,0.2609,1679,0.200107,fper;ol;spl,46.6977,0.475819,7.555,0.0806814,0.32867,28.6001,14.1492,1.95535,0.157419,1.8728
2,-4.5,0.4637,1677,0.20009,spl;ol;fper,46.6415,0.477861,7.54667,0.0801311,0.577469,28.436,14.1329,1.95043,0.157052,1.8727
2,-4,0.8236,1674,0.200153,fper;ol;spl,46.5434,0.479836,7.53561,0.0792477,1.01411,28.157,14.0905,1.9437,0.156628,1.8699
2,-3.5,1.4617,1668,0.199884,ol;fper;spl,46.3798,0.483735,7.51922,0.0774754,1.7535,27.6661,14.0314,1.93304,0.155818,1.8661
2,-3,2.5901,1659,0.199782,fper;spl;ol,46.1049,0.491471,7.49233,0.0747995,2.97579,26.8634,13.9297,1.91298,0.154667,1.8592
2,-2.9,2.9033,1656,0.199596,spl;ol;fper,46.0333,0.493636,7.48425,0.074145,3.29067,26.6554,13.9081,1.90702,0.153446,1.8583
2,-2.8,3.2540,1654,0.199763,fper;spl;ol,45.9509,0.495845,7.4764,0.073494,3.64061,26.4421,13.8679,1.89994,0.152836,1.8549
2,-2.7,3.6465,1651,0.200267,ol;fper;spl,45.8537,0.498715,7.46329,0.0727141,4.02396,26.2302,13.8184,1.88764,0.151371,1.8515
2,-2.6,4.0858,1647,0.199569,fper;spl;ol,45.7695,0.501404,7.46175,0.0718422,4.4333,25.9247,13.8002,1.88538,0.15186,1.8495
2,-2.5,4.5772,1644,0.200027,spl;ol;fper,45.661,0.5048,7.45024,0.0710488,4.87512,25.6652,13.7483,1.87309,0.151195,1.8453
2,-2.4,5.1268,1640,0.199792,fper;spl;ol,45.5494,0.508027,7.44234,0.0699751,5.35139,25.3611,13.7049,1.86311,0.149761,1.8415
2,-2.3,5.7411,1637,0.199919,fper;spl;ol,45.4248,0.510577,7.43253,0.0689558,5.8632,25.0558,13.6462,1.84982,0.148179,1.8360
2,-2.2,6.4276,1632,0.199834,ol;spl;fper,45.2977,0.515763,7.42672,0.067858,6.40362,24.7067,13.5949,1.83827,0.148425,1.8305
2,-2.1,7.1942,1628,0.19989,spl;ol;fper,45.1559,0.52068,7.41516,0.0669585,6.97662,24.3614,13.5348,1.82126,0.147222,1.8253
2,-2,8.0500,1623,0.200069,ol;spl;fper,45.0014,0.5251,7.4043,0.0658796,7.58264,24.0155,13.4583,1.80167,0.145245,1.8176
2,-1.9,9.0046,1618,0.199811,ol;spl;fper,44.8471,0.530261,7.40128,0.0646747,8.21413,23.6264,13.386,1.78597,0.144249,1.8086
2,-1.8,10.0688,1613,0.199807,spl;fper;ol,44.6792,0.535507,7.3949,0.0636828,8.87485,23.2406,13.3033,1.76516,0.142835,1.7990
2,-1.7,11.2542,1608,0.199888,ol;spl;fper,44.5004,0.541237,7.39157,0.0624618,9.56157,22.8553,13.2044,1.74279,0.14032,1.7864
2,-1.6,12.5736,1603,0.199953,spl;fper;ol,44.3073,0.547857,7.38397,0.0613744,10.2724,22.4755,13.1004,1.71312,0.13815,1.7742
2,-1.5,14.0405,1598,0.200015,ol;fper;spl,44.1102,0.554247,7.38466,0.0604699,11.0031,22.0907,12.9737,1.68668,0.136285,1.7568
2,-1.4,15.6699,1593,0.200059,spl;fper;ol,43.8991,0.559897,7.38258,0.0595047,11.757,21.7121,12.8434,1.65322,0.133258,1.7397
2,-1.3,17.4776,1588,0.199935,spl;fper;ol,43.6773,0.566831,7.38498,0.0586433,12.5384,21.3314,12.6936,1.61881,0.130068,1.7188
2,-1.2,19.4805,1583,0.199731,ol;spl;fper,43.4483,0.572874,7.39093,0.0578328,13.335,20.952,12.534,1.58238,0.12665,1.6959
2,-1.1,21.6965,1578,0.199784,spl;fper;ol,43.1966,0.576074,7.39619,0.0572134,14.1726,20.6061,12.3333,1.53765,0.124159,1.6675
2,-1,24.1443,1574,0.200295,ol;spl;fper,42.9179,0.580965,7.39772,0.0569117,15.0589,20.2928,12.0898,1.48551,0.119406,1.6343
