# Generated by make_continental_compositions.jl -- do not edit by hand.
# Stage 2: hydrous partial melting of the stage-1 oceanic crust (TTG model).
# isobaric 15.0 kbar, H2O=3.0 wt%, F_TARGET=0.20, batch melting
# Melt is the continental crust; the residue is discarded.
mg_si,delta_iw,T_melt2,melt_fraction2,residual_phases2,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,K2O
1.75,-4.5,1090,0.199594,amp;cpx;ol;spl,46.9099,1.27218,11.5049,0.0232254,1.21887,17.0692,18.5814,2.86002,0.560346
1.75,-4,1075,0.20029,cpx;ol;amp;spl,47.2721,1.08339,10.1054,0.0227661,2.05937,16.6699,19.438,2.79226,0.556784
1.75,-3.5,1061,0.199871,ol;spl;amp;ol;cpx,47.8697,0.839219,9.69327,0.0216574,3.27824,15.7651,18.7142,3.22149,0.5971
1.75,-3,1050,0.200593,ol;ol;spl;cpx;amp,47.7394,0.7483,9.7419,0.0187824,5.18564,14.7822,17.7198,3.45393,0.609997
1.75,-2.9,1048,0.200393,ol;cpx;spl;ol;amp,47.5939,0.752179,9.70973,0.0179783,5.68741,14.602,17.5964,3.43398,0.606478
1.75,-2.8,1046,0.20035,ol;cpx;spl;ol;amp,47.4463,0.757178,9.67819,0.0171823,6.21442,14.4025,17.4643,3.41698,0.602973
1.75,-2.7,1043,0.200531,ol;ol;spl;amp;cpx,47.3092,0.755775,9.65494,0.0163935,6.7715,14.1699,17.31,3.41126,0.601106
1.75,-2.6,1040,0.199821,amp;ol;cpx;ol;spl,47.1097,0.765695,9.61531,0.0154511,7.36926,13.9778,17.1806,3.37415,0.592004
1.75,-2.5,1038,0.200398,cpx;ol;amp;spl;ol,46.95,0.770599,9.58688,0.0146781,7.97393,13.7221,17.032,3.36044,0.589367
1.75,-2.4,1035,0.199941,cpx;ol;ol;spl;amp,46.7605,0.775234,9.56177,0.0137838,8.61273,13.4796,16.8745,3.33498,0.586814
1.75,-2.3,1032,0.199619,cpx;ol;amp;spl;ol,46.5664,0.784124,9.53629,0.0129293,9.25913,13.2312,16.7186,3.31026,0.581055
1.75,-2.2,1029,0.19953,ol;cpx;amp;ol;spl,46.3546,0.794356,9.50988,0.0120857,9.93856,12.9666,16.5699,3.27697,0.577066
1.75,-2.1,1025,0.199428,ol;spl;amp;ol;cpx,46.14,0.803386,9.48832,0.011284,10.6074,12.706,16.4294,3.24001,0.57422
1.75,-2,1023,0.200612,ol;cpx;spl;amp;ol,45.9271,0.80996,9.4577,0.0106052,11.2917,12.4179,16.3182,3.20406,0.562845
1.75,-1.9,1020,0.200544,cpx;ol;spl;amp;ol,45.7028,0.821222,9.44162,0.00987324,11.9714,12.1452,16.1858,3.16522,0.556939
1.75,-1.8,1017,0.200433,ol;cpx;spl;amp;ol,45.4537,0.836603,9.42068,0.00917519,12.6442,11.895,16.0849,3.1109,0.544859
1.75,-1.7,1014,0.200399,amp;spl;cpx;ol;fper;ol,45.2432,0.845212,9.40571,0.00865907,13.1513,11.7205,16.0361,3.05231,0.536897
1.75,-1.6,1014,0.199712,ol;fper;spl;amp;cpx,45.0093,0.86631,9.59484,0.0082038,13.6182,11.583,15.7483,3.04316,0.528736
1.75,-1.5,1013,0.19957,fper;cpx;ol;amp;spl,44.7283,0.89972,9.86576,0.0076562,14.2532,11.3345,15.331,3.05396,0.525862
1.75,-1.4,1012,0.199965,cpx;ol;amp;fper;spl,44.4236,0.933865,10.1209,0.00713013,14.9012,11.0795,14.9712,3.04458,0.518022
1.75,-1.3,1011,0.199494,cpx;fper;spl;amp;ol,44.1007,0.967916,10.387,0.00656668,15.563,10.8198,14.6183,3.02937,0.507317
1.75,-1.2,1009,0.199512,ol;spl;cpx;fper;amp,43.7661,1.00018,10.6445,0.00603656,16.2161,10.5535,14.3172,2.99505,0.50134
1.75,-1.1,1007,0.200014,ol;cpx;spl;fper;amp,43.3677,1.03673,10.8888,0.00550945,16.9057,10.2973,14.0942,2.92444,0.479638
1.75,-1,1005,0.199602,ol;fper;amp;cpx;spl,42.9914,1.0715,11.1578,0.00498441,17.5659,10.0226,13.8514,2.86507,0.469469
1.8,-5,1070,0.20005,spl;ol;cpx;ol;amp,48.9849,0.725717,10.0894,0.0264552,0.579712,16.4741,18.8873,3.60149,0.630829
1.8,-4.5,1068,0.200595,ol;spl;cpx;amp;ol,48.8665,0.728716,10.0497,0.0257355,1.0174,16.3108,18.7863,3.58331,0.631539
1.8,-4,1065,0.200602,amp;ol;cpx;ol;spl,48.6738,0.727539,9.98925,0.0244529,1.76234,16.0411,18.5923,3.56599,0.623156
1.8,-3.5,1060,0.200301,spl;ol;cpx;ol;amp,48.327,0.735297,9.88914,0.0222987,2.98147,15.6205,18.2926,3.51515,0.616623
1.8,-3,1051,0.199736,ol;cpx;amp;spl;ol,47.8295,0.744454,9.77038,0.0191758,4.87967,14.9043,17.7684,3.472,0.612123
1.8,-2.9,1050,0.200583,amp;ol;spl;ol;cpx,47.6755,0.751017,9.72467,0.0184963,5.34784,14.7403,17.6997,3.43489,0.607507
1.8,-2.8,1047,0.200429,spl;ol;amp;ol;cpx,47.5354,0.753709,9.69503,0.0177035,5.855,14.5515,17.5681,3.42034,0.603277
1.8,-2.7,1045,0.200392,cpx;ol;spl;ol;amp,47.392,0.757487,9.66672,0.0169134,6.38975,14.3409,17.4276,3.40706,0.601527
1.8,-2.6,1042,0.199477,amp;cpx;ol;ol;spl,47.2236,0.761734,9.63955,0.0159889,6.95918,14.1433,17.2732,3.38727,0.596162
1.8,-2.5,1039,0.199918,ol;ol;spl;amp;cpx,47.0493,0.770507,9.60305,0.0151981,7.54587,13.9156,17.1475,3.35985,0.593072
1.8,-2.4,1037,0.200589,ol;amp;cpx;spl;ol,46.8801,0.771389,9.57253,0.0144163,8.15918,13.6641,17.0103,3.33994,0.588059
1.8,-2.3,1034,0.200165,cpx;spl;ol;amp;ol,46.6752,0.782397,9.53913,0.013533,8.79694,13.4363,16.8701,3.30626,0.58006
1.8,-2.2,1031,0.199877,amp;ol;cpx;spl;ol,46.4824,0.789809,9.51687,0.0126807,9.46039,13.1713,16.7057,3.28419,0.57657
1.8,-2.1,1028,0.199731,ol;cpx;ol;spl;amp,46.2605,0.797296,9.48815,0.011848,10.1242,12.9296,16.5778,3.24184,0.568744
1.8,-2,1025,0.199632,ol;cpx;ol;spl;amp,46.0448,0.80805,9.4681,0.0110574,10.7969,12.6635,16.4353,3.20484,0.567429
1.8,-1.9,1021,0.199504,amp;ol;ol;cpx;spl,45.8217,0.8199,9.44706,0.0103094,11.4681,12.4037,16.3048,3.16693,0.557496
1.8,-1.8,1018,0.199453,ol;ol;amp;cpx;spl,45.58,0.829368,9.42862,0.00957937,12.1558,12.14,16.1905,3.11715,0.548984
1.8,-1.7,1015,0.199347,ol;spl;amp;ol;cpx,45.3243,0.843864,9.40943,0.00889388,12.8269,11.8946,16.0975,3.0587,0.535839
1.8,-1.6,1014,0.199588,spl;cpx;amp;ol;fper;ol,45.1414,0.849979,9.39043,0.00851881,13.203,11.7857,16.0991,2.99508,0.526777
1.8,-1.5,1014,0.200493,spl;cpx;ol;amp;fper,44.8565,0.877677,9.63978,0.00802277,13.825,11.5563,15.7233,2.99346,0.52002
1.8,-1.4,1013,0.200443,cpx;amp;fper;ol;spl,44.5636,0.913728,9.91026,0.00747677,14.4748,11.3028,15.3142,3.00071,0.512528
1.8,-1.3,1011,0.199785,amp;fper;ol;cpx;spl,44.222,0.950128,10.1858,0.00687169,15.1488,11.0576,14.9447,2.97832,0.50576
1.8,-1.2,1010,0.199453,cpx;amp;spl;fper;ol,43.9025,0.984776,10.4561,0.00632567,15.8068,10.7872,14.5949,2.9636,0.497841
1.8,-1.1,1008,0.199818,amp;fper;ol;spl;cpx,43.5084,1.0172,10.719,0.00576764,16.5076,10.5247,14.3344,2.9005,0.482473
1.8,-1,1007,0.20054,amp;cpx;ol;fper;spl,43.1021,1.05382,10.9766,0.00524495,17.202,10.2541,14.1157,2.82539,0.465035
1.9,-5,1070,0.199678,cpx;spl;amp;ol;ol,49.0155,0.725348,10.1038,0.0265444,0.515741,16.4888,18.8745,3.61491,0.63484
1.9,-4.5,1068,0.199881,cpx;amp;ol;spl;ol,48.8963,0.724187,10.0654,0.0258278,0.900968,16.3654,18.8006,3.58777,0.633586
1.9,-4,1066,0.200594,cpx;spl;ol;ol;amp,48.7295,0.725691,10.0092,0.0247842,1.55939,16.1126,18.6385,3.57189,0.628456
1.9,-3.5,1061,0.20058,amp;ol;ol;cpx;spl,48.426,0.731095,9.91707,0.0228917,2.65399,15.7277,18.3705,3.53212,0.618537
1.9,-3,1054,0.200182,spl;amp;ol;cpx;ol,47.9311,0.743924,9.78665,0.0199495,4.37832,15.1226,17.947,3.45969,0.610761
1.9,-2.9,1051,0.199437,cpx;ol;ol;amp;spl,47.8154,0.744808,9.76503,0.0191878,4.81337,14.9665,17.8148,3.4515,0.60948
1.9,-2.8,1050,0.200126,amp;spl;cpx;ol;ol,47.6908,0.748063,9.72979,0.0185503,5.27554,14.7826,17.7142,3.43724,0.603171
1.9,-2.7,1047,0.199998,cpx;amp;ol;spl;ol,47.5238,0.756867,9.68937,0.0177352,5.77307,14.6227,17.6162,3.40074,0.599546
1.9,-2.6,1045,0.19994,ol;ol;amp;cpx;spl,47.3856,0.758301,9.66375,0.0169506,6.30248,14.4122,17.4723,3.3899,0.59857
1.9,-2.5,1043,0.20023,ol;ol;amp;cpx;spl,47.2142,0.759934,9.62735,0.0161374,6.85863,14.2117,17.3597,3.35841,0.593954
1.9,-2.4,1040,0.200611,amp;ol;ol;cpx;spl,47.0497,0.767875,9.5933,0.0153567,7.43981,13.9811,17.225,3.33837,0.589426
1.9,-2.3,1037,0.199941,amp;ol;spl;cpx;ol,46.8658,0.773738,9.56572,0.0144594,8.04988,13.7604,17.072,3.31416,0.583797
1.9,-2.2,1034,0.199456,spl;amp;cpx;ol;ol,46.6712,0.783163,9.53626,0.0135869,8.67881,13.5308,16.9232,3.28677,0.576237
1.9,-2.1,1032,0.200299,amp;ol;cpx;ol;spl,46.4756,0.788863,9.50179,0.0128388,9.31512,13.2765,16.8064,3.2522,0.570632
1.9,-2,1029,0.200163,ol;spl;cpx;amp;ol,46.2418,0.798673,9.46848,0.0119893,9.98533,13.0408,16.6881,3.20202,0.562811
1.9,-1.9,1025,0.200033,amp;cpx;spl;ol;ol,46.0223,0.81086,9.44512,0.0111968,10.6494,12.7874,16.5529,3.16237,0.558497
1.9,-1.8,1022,0.199923,ol;spl;amp;cpx;ol,45.7918,0.81976,9.42358,0.0104304,11.3277,12.5299,16.4282,3.11859,0.549974
1.9,-1.7,1019,0.199817,spl;ol;amp;cpx;ol,45.5469,0.836562,9.40062,0.00970531,12.0003,12.2805,16.319,3.06677,0.539477
1.9,-1.6,1016,0.199774,ol;amp;cpx;spl;ol,45.2816,0.849327,9.38228,0.00899957,12.6779,12.0368,16.2325,3.0001,0.530371
1.9,-1.5,1014,0.200284,cpx;amp;spl;fper;ol;ol,45.0392,0.858559,9.36316,0.00844765,13.258,11.8318,16.1914,2.93151,0.517929
1.9,-1.4,1013,0.199773,ol;amp;cpx;spl;fper,44.771,0.884999,9.55722,0.00797162,13.7517,11.6978,15.9149,2.90783,0.506519
1.9,-1.3,1012,0.199697,fper;ol;cpx;spl;amp,44.4631,0.919106,9.84053,0.00740785,14.4166,11.444,15.4982,2.90945,0.50166
1.9,-1.2,1011,0.200245,ol;cpx;fper;amp;spl,44.1257,0.951893,10.1145,0.00685713,15.1049,11.178,15.1371,2.88996,0.491089
1.9,-1.1,1010,0.200162,spl;ol;amp;cpx;fper,43.7382,0.987047,10.402,0.00625095,15.8237,10.9124,14.8063,2.84507,0.479076
1.9,-1,1008,0.200558,cpx;fper;spl;amp;ol,43.3358,1.02374,10.6786,0.00568511,16.5338,10.6424,14.5331,2.78361,0.463331
2,-5,1070,0.199416,ol;amp;cpx;spl;ol,49.0169,0.720874,10.1068,0.0265503,0.462798,16.5261,18.8987,3.60703,0.634296
2,-4.5,1069,0.200581,ol;ol;cpx;amp;spl,48.9175,0.722633,10.0665,0.0260604,0.810369,16.395,18.8461,3.58745,0.628407
2,-4,1066,0.199694,amp;ol;cpx;spl;ol,48.7496,0.727834,10.0182,0.0248875,1.41318,16.197,18.6755,3.56716,0.626709
2,-3.5,1062,0.200304,amp;cpx;ol;ol;spl,48.4775,0.729746,9.93348,0.0232263,2.41226,15.8337,18.4399,3.53032,0.619825
2,-3,1055,0.200078,spl;cpx;amp;ol;ol,48.0368,0.737999,9.81563,0.0205405,3.99709,15.266,18.0402,3.47249,0.613228
2,-2.9,1054,0.200324,ol;ol;amp;spl;cpx,47.924,0.738816,9.78362,0.0199237,4.39586,15.1211,17.9531,3.45734,0.606215
2,-2.8,1051,0.199653,ol;cpx;spl;ol;amp,47.7959,0.745275,9.7563,0.019153,4.83431,14.9712,17.8314,3.4407,0.605695
2,-2.7,1050,0.200515,amp;spl;ol;ol;cpx,47.642,0.753613,9.7086,0.0184833,5.3014,14.8098,17.7632,3.40572,0.597145
2,-2.6,1047,0.200237,amp;ol;spl;ol;cpx,47.5182,0.750677,9.68881,0.0177044,5.79988,14.6111,17.6157,3.39924,0.598598
2,-2.5,1045,0.200274,amp;ol;cpx;ol;spl,47.3593,0.759605,9.65369,0.0169126,6.31943,14.4243,17.4976,3.3724,0.596774
2,-2.4,1043,0.200394,ol;spl;ol;cpx;amp,47.1943,0.759345,9.61767,0.016112,6.87364,14.2237,17.381,3.34792,0.586369
2,-2.3,1039,0.199591,ol;amp;ol;spl;cpx,47.0101,0.765846,9.58773,0.0151944,7.46531,14.0195,17.2346,3.31979,0.5819
2,-2.2,1037,0.200186,ol;ol;amp;cpx;spl,46.8293,0.774317,9.55326,0.0144178,8.06292,13.7846,17.1113,3.28798,0.581868
2,-2.1,1034,0.199764,cpx;ol;amp;spl;ol,46.6282,0.783103,9.52339,0.0135413,8.68764,13.5626,16.9712,3.25387,0.57643
2,-2,1031,0.199443,cpx;ol;amp;ol;spl,46.4046,0.795014,9.48808,0.0126792,9.33876,13.3375,16.8471,3.20952,0.566766
2,-1.9,1029,0.200389,ol;amp;spl;cpx;ol,46.1983,0.80233,9.45381,0.0119567,9.99059,13.076,16.7364,3.17082,0.559742
2,-1.8,1025,0.200254,amp;ol;cpx;ol;spl,45.9684,0.81388,9.42726,0.0111587,10.6566,12.8322,16.6134,3.12473,0.552442
2,-1.7,1022,0.200112,cpx;ol;amp;spl;ol,45.7267,0.821429,9.40304,0.0103873,11.3342,12.5871,16.5029,3.07356,0.540744
2,-1.6,1019,0.200145,spl;cpx;ol;ol;amp,45.4565,0.840366,9.37552,0.00964406,12.0166,12.3495,16.4164,3.00433,0.531146
2,-1.5,1016,0.20007,amp;spl;cpx;ol;ol,45.1994,0.850386,9.36199,0.00894503,12.6926,12.0999,16.3212,2.94399,0.521624
2,-1.4,1013,0.199645,ol;cpx;fper;spl;amp;ol,44.9195,0.86795,9.34808,0.0082953,13.3139,11.9027,16.2679,2.86419,0.507435
2,-1.3,1013,0.200483,ol;spl;fper;amp;cpx,44.643,0.895745,9.54039,0.00787289,13.8339,11.7415,16.0071,2.83673,0.493759
2,-1.2,1012,0.200509,cpx;amp;spl;fper;ol,44.3171,0.926652,9.82591,0.00729836,14.5116,11.4933,15.6042,2.82996,0.483914
2,-1.1,1011,0.199958,spl;amp;fper;ol;cpx,43.9411,0.962384,10.1315,0.00665925,15.2282,11.2344,15.2189,2.79875,0.47822
2,-1,1009,0.20012,cpx;ol;amp;spl;fper,43.5177,1.00475,10.4271,0.00603983,15.9715,10.9679,14.9039,2.7395,0.461535
