Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),P_CO2 (Pa),P_H2O (Pa),Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_171,1551.8410614626669,G2,6371000,5.972e+24,101007.36837651765,7.368376517650974,1000,0.05,0.25,True,0.77,True,0.6,True,True,294.72,Success
run_172,696.561162603468,G2,6371000,5.972e+24,101207.25959295308,207.2595929530797,1000,0.05,0.25,True,0.77,True,0.6,True,True,260.422,Success
run_173,1514.1576929414382,G2,6371000,5.972e+24,101072.43533507855,72.43533507855845,1000,0.05,0.25,True,0.77,True,0.6,True,True,296.64,Success
run_175,1397.8426881974679,G2,6371000,5.972e+24,101006.47169509274,6.471695092734561,1000,0.05,0.25,True,0.77,True,0.6,True,True,289.147,Success
run_174,1133.6545351743448,G2,6371000,5.972e+24,1057092.668289741,956092.6682897412,1000,0.05,0.25,True,0.77,True,0.6,True,True,372.355,Success
run_176,1958.5153038301085,G2,6371000,5.972e+24,101002.21204448448,2.2120444844783322,1000,0.05,0.25,True,0.77,True,0.6,True,True,352.435,Success
run_178,1339.1541311652713,G2,6371000,5.972e+24,101001.21729615393,1.2172961539341536,1000,0.05,0.25,True,0.77,True,0.6,True,True,284.603,Success
run_177,545.1937298481009,G2,6371000,5.972e+24,791415.7304898307,690415.7304898307,1000,0.05,0.25,True,0.77,True,0.6,True,True,293.474,Success
run_179,1697.8551684344727,G2,6371000,5.972e+24,101002.69319655083,2.6931965508198035,1000,0.05,0.25,True,0.77,True,0.6,True,True,333.974,Success
run_181,454.59764588393614,G2,6371000,5.972e+24,117332.870799744,16332.870799744003,1000,0.05,0.25,True,0.77,True,0.6,True,True,246.737,Success
run_180,600.7866282895595,G2,6371000,5.972e+24,538565.4040157134,437565.4040157134,1000,0.05,0.25,True,0.77,True,0.6,True,True,291.908,Success
run_182,1094.9796144661216,G2,6371000,5.972e+24,116065.80647520865,15065.806475208656,1000,0.05,0.25,True,0.77,True,0.6,True,True,290.202,Success
